name	team_name
SYS::atla::dedicated-ratelimit-cache	Cache
SYS::atla::limiter.cache	Cache
SYS::atla::misc-cache	Cache
SYS::atla::misc-cache3	Cache
SYS::atla::misc-small-cache	Cache
SYS::atla::misc.cache5	Cache
SYS::atla::misc.cache6	Cache
SYS::atla::summingbird.cache	Cache
Manhattan - zac.minutely.counters	Manhattan/Cassandra
Manhattan - zac.minutely.counters dataset	Manhattan/Cassandra
Manhattan - zac.minutely.counters appid	Manhattan/Cassandra
Manhattan - zac.minutely.counters counter	Manhattan/Cassandra
Manhattan - zac.hourly.counters	Manhattan/Cassandra
Manhattan - zac.hourly.counters dataset	Manhattan/Cassandra
Manhattan - zac.hourly.counters appid	Manhattan/Cassandra
Manhattan - zac.hourly.counters counter	Manhattan/Cassandra
Twemcache::atla::ads-11221	Cache
Twemcache::atla::ads-11222	Cache
Twemcache::atla::fragment	Cache
Twemcache::atla::geolocationservice	Cache
Twemcache::atla::geouser	Cache
Twemcache::atla::gizmoduck	Cache
Twemcache::atla::gizmoduck_lru	Cache
Twemcache::atla::ibis	Cache
Twemcache::atla::limiter-23121	Cache
Twemcache::atla::limiter-23122	Cache
Twemcache::atla::magic	Cache
Twemcache::atla::mobile	Cache
Twemcache::atla::new_user	Cache
Twemcache::atla::object	Cache
Twemcache::atla::page	Cache
Twemcache::atla::passbird	Cache
Twemcache::atla::promptbird2	Cache
Twemcache::atla::ratelimit	Cache
Twemcache::atla::spiderduck	Cache
Twemcache::atla::summingbird	Cache
Twemcache::atla::talon	Cache
Twemcache::atla::translate	Cache
Twemcache::atla::trends	Cache
Twemcache::atla::tweetdeck	Cache
Twemcache::atla::tweetypie	Cache
Twemcache::atla::united_status_l2	Cache
Twemcache::atla::wtf_req	Cache
Manhattan - zac.hourly.counters	Manhattan/Cassandra
Manhattan - zac.hourly.counters dataset	Manhattan/Cassandra
Manhattan - zac.hourly.counters appid	Manhattan/Cassandra
Manhattan - zac.hourly.counters counter	Manhattan/Cassandra
Manhattan - zac.minutely.counters	Manhattan/Cassandra
Manhattan - zac.minutely.counters dataset	Manhattan/Cassandra
Manhattan - zac.minutely.counters appid	Manhattan/Cassandra
Manhattan - zac.minutely.counters counter	Manhattan/Cassandra
Twemcache::atla::activity	Cache
Production	Prod - Growth
Snowflake	platform-svcs-team
Write path turnup	Core Svcs - Gizmoduck
Macaw Example	observability-team
Icebird	Trust and Safety - Engineering
Events quality	Trends + Events
Manhattan - manhattan.devel.greenbean	Manhattan/Cassandra
Manhattan - manhattan.devel.hotdog	Manhattan/Cassandra
Manhattan - manhattan.devel.greenbean dataset	Manhattan/Cassandra
Manhattan - manhattan.devel.hotdog dataset	Manhattan/Cassandra
Manhattan - manhattan.devel.greenbean appid	Manhattan/Cassandra
Manhattan - manhattan.devel.hotdog appid	Manhattan/Cassandra
Manhattan - manhattan.devel.hotdog	Manhattan/Cassandra
Manhattan - manhattan.devel.greenbean dataset	Manhattan/Cassandra
Manhattan - manhattan.devel.hotdog dataset	Manhattan/Cassandra
Manhattan - manhattan.devel.greenbean appid	Manhattan/Cassandra
Manhattan - manhattan.devel.hotdog appid	Manhattan/Cassandra
Adshard performance metrics	Revenue Eng & Product
Adshard performance metrics	Revenue Eng & Product
VW Online Correction Dashboard	Revenue Eng + Product
DM Service (smf1)	Core Svcs - Tweets and DMs
DM Service: methods (smf1)	Core Svcs - Tweets and DMs
DM Service: backends (smf1)	Core Svcs - Tweets and DMs
DM Service: clients (smf1)	Core Svcs - Tweets and DMs
DM Service Canary (smf1)	Core Svcs - Tweets and DMs
DM Service Canary: methods (smf1)	Core Svcs - Tweets and DMs
DM Service Canary: backends (smf1)	Core Svcs - Tweets and DMs
DM Service Canary: clients (smf1)	Core Svcs - Tweets and DMs
DM Service Staging (smf1)	Core Svcs - Tweets and DMs
DM Service Staging: methods (smf1)	Core Svcs - Tweets and DMs
DM Service Staging: backends (smf1)	Core Svcs - Tweets and DMs
DM Service Staging: clients (smf1)	Core Svcs - Tweets and DMs
DM Service (atla)	Core Svcs - Tweets and DMs
DM Service: methods (atla)	Core Svcs - Tweets and DMs
DM Service: backends (atla)	Core Svcs - Tweets and DMs
DM Service: clients (atla)	Core Svcs - Tweets and DMs
DM Service Canary (atla)	Core Svcs - Tweets and DMs
DM Service Canary: methods (atla)	Core Svcs - Tweets and DMs
DM Service Canary: backends (atla)	Core Svcs - Tweets and DMs
DM Service Canary: clients (atla)	Core Svcs - Tweets and DMs
DM Service Staging (atla)	Core Svcs - Tweets and DMs
DM Service Staging: methods (atla)	Core Svcs - Tweets and DMs
DM Service Staging: backends (atla)	Core Svcs - Tweets and DMs
DM Service Staging: clients (atla)	Core Svcs - Tweets and DMs
pandabear-production	Trust and Safety - Engineering
test dashboard	Observability Product
ZK SLA zookeeper/atla	Zookeeper
ZK SLA zookeeper / atla	Zookeeper
ZK SLA szookeeper/smf1	szookeeper
ZK SLA szookeeper/atla	szookeeper
ZK SLA sdzookeeper/smf1	sdzookeeper
ZK SLA sdzookeeper/atla	sdzookeeper
Media Import Service	Platform Services
 (SMF1 - Viz Test})	Platform Services
 (ATLA - Viz Test})	Platform Services
Macaw-Activity (SMF1 - Viz Test)	Platform Services
Macaw-Activity (ATLA - Viz Test)	Platform Services
Macaw-Activity (SMF1 - Production)	Platform Services
Macaw-Activity (SMF1 - Staging)	Platform Services
Macaw-Activity (ATLA - Staging)	Platform Services
Macaw-Activity (ATLA - Production)	Platform Services
Macaw-Conversation (SMF1 - Viz Test)	Platform Services
Macaw-Conversation (ATLA - Viz Test)	Platform Services
Macaw-Conversation (SMF1 - Production)	Platform Services
Macaw-Conversation (SMF1 - Staging)	Platform Services
Macaw-Conversation (ATLA - Production)	Platform Services
Macaw-Conversation (ATLA - Staging)	Platform Services
derping.derping.hi!	Observability Product
@_@_R@##Rσω 	Observability Product
Roc	PS - Product Security
Flock Load Test	data services
Macaw-Activity (SMF1 - Load Test 1)	Platform Services
Macaw-Activity (SMF1 - Load Test 4)	Platform Services
Macaw-Activity (SMF1 - Load Test 3)	Platform Services
Macaw-Activity (SMF1 - Load Test 2)	Platform Services
Macaw-Activity (ATLA - LoadTest1)	Platform Services
Macaw-Activity (ATLA - Load Test 3)	Platform Services
Macaw-Activity (ATLA - Load Test 2)	Platform Services
Expandodo Nest (Production - Multi DC)	Cards
Reflex Jobs	Content Discovery
Wilson	Provisioning Engineering
ClusterDuck Service Production	Content Discovery
ClusterDuck Service Production	Content Discovery
Stephanie's test dashboard	Observability Product
Talon::Upstream::Service::Prod	Core Svcs - T.co
Blobstore Customers	Blob-Store
CARDS-1296	SRE
discover-data	Discovery
SMF1 Hadoop DW Daemon - System	Analytics Infrastructure
SMF1 Hadoop RT Daemon - System	Analytics Infrastructure
Analytics.tools	Analytics Infrastructure
VW Online Correction Dashboard2	Revenue Eng + Product
Ads Pctr: VW Online Correction Dashboard	Revenue Eng + Product
Ads Pctr: VW Online Correction Dashboard	Revenue Eng + Product
Scheduling Service Staging (SMF1)	Platform Services
Imagebird Server (smf1/staging)	Platform Services
Scheduling Service (SMF1)	Platform Services
Scheduling Service (ATLA)	Platform Services
Scheduling Service Staging (ATLA)	Platform Services
Tweet Scheduler (SMF1)	Platform Services
Tweet Scheduler Staging (SMF1)	Platform Services
Tweet Scheduler (ATLA)	Platform Services
Tweet Scheduler Staging (ATLA)	Platform Services
Imagebird Server (smf1/production)	Platform Services
Imagebird Server (atla/staging)	Platform Services
Imagebird Server (atla/canary)	Platform Services
Imagebird Server (atla/production)	Platform Services
test-raghu	Analytics Infrastructure
Gimlet Topic Overview	Analytics Infrastructure
Rufous	Platform services
Gimlet Topic Overview	Analytics Infrastructure
Rosette Topic Overview	Analytics Infrastructure
Flock Testing	data services
Flock Summary Testing	data services
exxtra-tgeorgiou-3	Content Discovery
RoosterServerStaging	Revenue Eng + Product
vkwok-4077	TCC
Observe::Observe::prod::status::Prod	Runtime Systems
Observe::Observe::prod::status::Prod	Runtime Systems
SMF1 Hadoop DW Daemon 2 - System	Analytics Infrastructure
SMF1 Hadoop DW Daemon 2 - System	Analytics Infrastructure
TFE Host Metrics Template ATLA	Platform Services
Flock Testing	data services
Observe::Observestatus::Prod	observability-team
Observe::Observestatus::Prod	observability-team
haplo template (SMF1)	Platform Services
haplo template (ATLA)	Platform Services
haplo viztest (SMF1)	Platform Services
Vertica Cluster atla-new	Analytics
haplo test (SMF1)	Platform Services
Admixer: AB Average Comparison	Revenue Eng & Product
Admixer: AB Average Comparison	Revenue Eng & Product
JAYH-TEST	TCC
Manhattan - manhattan.prod.zac.minutely.agents agents	Manhattan/Cassandra
Manhattan - manhattan.prod.zac.hourly.agents agents	Manhattan/Cassandra
Manhattan - manhattan.prod.zac.hourly.agents agents	Manhattan/Cassandra
Manhattan - manhattan.prod.zac.minutely.agents agents	Manhattan/Cassandra
Gizmoduck Production Mesos (ATLA)	Core Services
Gizmoduck Production Mesos (SMF1)	Core Services
Stephanie Viz	Observability Product
RoosterServerProd	Revenue Eng + Product
SMF1 Coop	Platform Services
ATLA Coop	Platform Services
Passbird Write Path Health	API Services
Ouroboros Service smf1	Platform Services
Ouroboros Service atla	Platform Services
DM Service: writes (smf1)	Core Svcs - Tweets and DMs
PROCREV - Network - Overview	Core Storage & Database Engineering
Hosebird Beta (smf1)	Platform Services
Hosebird Internal (smf1)	Platform Services
Hosebird Streamdot (smf1)	Platform Services
Hosebird Canary (smf1)	Platform Services
Hosebird Beta (atla)	Platform Services
Hosebird Internal (atla)	Platform Services
Hosebird Streamdot (atla)	Platform Services
Hosebird Canary (atla)	Platform Services
Hosebird Overview	Platform Services
hosebird-template	Platform Services
hosebird-compare	Platform Services
Hosebird Userstream (smf1)	Platform Services
Hosebird Partner (smf1)	Platform Services
Hosebird Userstream (atla)	Platform Services
Hosebird Partner (atla)	Platform Services
Roc	PS - Product Security
sarus	obs-team
Chubby Snipe (smf1)	Trust and Safety - Engineering
Chubby Snipe (atla)	Trust and Safety - Engineering
tweet/update	TCC
ads.admixer smf1 FSDatasets Usage Metrics (FSManhattan)	Revenue Eng & Product
ads.admixer atla FSDatasets Usage Metrics (FSManhattan)	Revenue Eng & Product
TweetyPie	Core Svcs - Tweets and DMs
Bookkeeper Server - Kestrel Backend	Messaging Team
Interference Test (Cards)	os-team
redlegged	runtime-systems
Hosebird Sitestream (smf1)	Platform Services
Hosebird Sitestream (atla)	Platform Services
js-atla-tfe	TCC
timelineservice template (atla)	Platform Services
timelineservice template (smf1)	Platform Services
Cassowary Service Canary Hosts	User Discovery & Personalization
timelineservice viz test	Platform Services
LogLens	Messaging
timelineservice canary (atla)	Platform Services
tweet-html	TCC
timelineservice canary-smf1 (smf1)	Platform Services
SMF1 Coop Staging	Platform Services
Spamacaw	Anti-Spam
Cluster Utilization (smf1)	Aurora
Spamacaw	Anti-Spam
Talon::Exchequer::Prod	Core Svcs - T.co
Macaw-Activity (ATLA - Template)	Platform Services
Macaw-Activity (SMF1 - Template)	Platform Services
object cache hit rates	Platform Services
Core App Services - SMF	Platform Services
Core App Services - testing	Platform Services
API Failover 08/27 - 08/29	SRE
Ouroboros Service Sandbox	Platform Services
API failover test	SRE
Geo Client Dashboard	Platform Services
Nuthatch-Prod	Observability Product
TFE	Platform Services
Raptor (Production)	Manageability Services
Unified Cache Dashboard ATLA	Hardware Eng & Demand Svcs
Mesos (atla-multi)	Runtime Systems
Monorail Request Count	Platform Services
Ouroboros Whitelist	Platform Services
Typeahead Daily Spikes	Hardware Eng + Demand Svcs
Data services cache miss impact	Data Services
Ads Counting features V3 (FastDecay)	Revenue Eng & Product
Ads Counting features V3 (FastDecay)	Revenue Eng & Product
kettle/devel/api	Provisioning Engineering
Spiderduck	Core Svcs - T.co
kettle/staging/api	Provisioning Engineering
kettle/prod/api	Provisioning Engineering
Spiderduck PostProcessor	Discovery
Spiderduck PostProcessor	Discovery
Ads Streaming Updates	Revenue Eng & Product
Ads Streaming Updates	Revenue Eng & Product
ryantest	observability-team
Blobstore - (prod) storagenode HW comparison	Core Storage & Database Engineering
exxtra-mike-replay	Content Discovery
test/update	TCC
test/update3	TCC
Twemcache::smf1::pinkfloyd	Cache
Raptor (Staging)	Manageability Services
vkwok%5C/test	TCC
ryantest	observability-team
exxtra-yhuang-group-writing	Content Discovery
Nighthawk Featurestore API (atla)	Cache
Nighthawk Featurestore API (smf1)	Cache
Nighthawk Featurestore Backend (smf1)	Cache
Nighthawk Featurestore Backend (atla)	Cache
Macaw-Conversation (ATLA - Template)	Platform Services
Macaw-Conversation (SMF1 - Template)	Platform Services
Manhattan - manhattan.devel.helo	Manhattan/Cassandra
Gizmoduck Staging Mesos (ATLA)	Core Services
Gizmoduck Staging Mesos (SMF1)	Core Services
Gizmoduck Production (ATLA)	Core Services
Gizmoduck Production Canary (ATLA)	Core Services
Gizmoduck Production Kernel Canary (ATLA)	Core Services
Gizmoduck Production JVM Canary (ATLA)	Core Services
Gizmoduck Staging (ATLA)	Core Services
Gizmoduck User Loader (ATLA)	Core Services
Gizmoduck Template (ATLA)	Core Services
Gizmoduck Production (SMF1)	Core Services
Gizmoduck Production Canary (SMF1)	Core Services
Gizmoduck Production Kernel Canary (SMF1)	Core Services
Gizmoduck Production JVM Canary (SMF1)	Core Services
Gizmoduck Staging (SMF1)	Core Services
Gizmoduck Template (SMF1)	Core Services
Gizmoduck User Loader (SMF1)	Core Services
Gizmoduck Staging Load Test (SMF1)	Core Services
Gizmoduck PBI Migration (SMF1)	Core Services
Gizmoduck PBI Migration (ATLA)	Core Services
Trends Service	trends
Macaw-Cards (Canary)	Platform Services
Nighthawk Dev API (smf1)	Cache
Macaw-Activity (ATLA - Load Test 1)	Platform Services
Ibis Generic Push Dashboard	Platform Services
Nighthawk Dev API (atla)	Cache
Nighthawk Dev Backend (smf1)	Cache
Nighthawk Revenue Backend (smf1)	Cache
Nighthawk Revenue Backend (atla)	Cache
Nighthawk Revenue API (smf1)	Cache
Nighthawk Revenue API (atla)	Cache
Nighthawk Spb API (smf1)	Cache
Nighthawk Spb API (atla)	Cache
Nighthawk Spb Backend (smf1)	Cache
Nighthawk Spb Backend (atla)	Cache
General Purpose Zookeeper SMF1	Coordination
General Purpose Zookeeper ACL SMF1	Coordination
Service Discovery Zookeeper SMF1	Coordination
General Purpose Zookeeper ATLA	Coordination
General Purpose Zookeeper ACL ATLA	Coordination
Service Discovery Zookeeper ATLA	Coordination
Nighthawk Dev Backend (atla)	Cache
Ibis Generic Push Dashboard	Platform Services
IM 788 AB test	SRE
Macaw Advertiser API	Revenue Eng & Product
IM 788 AB Test 2	SRE
im-788-ab-test-2	SRE
IM-788-ATLA	SRE
Twemcache::smf1::timeline_push	Cache
Twemcache::smf1::cards_validator	Cache
Twemcache::smf1::jubjub	Cache
smf1-service-proxy-loadtest	Core Services
Remaining Site Capacity - SMF1	Hardware Eng & Demand Svcs
Remaining Site Capacity - ATLA	Hardware Eng & Demand Svcs
DMbird Data Volume	DBA
Test-nupurdave	Capacity Services
Kafka-Server	Messaging Team
Data services cache miss impact	Data Services
App Proxy Server (Production - SMF1)	Cards
App Proxy Server (Production - ATLA)	Cards
ads.admixer smf1 FSDatasets Usage Metrics (FSManhattan)	Revenue Eng & Product
ads.adshard smf1 FSDatasets Usage Metrics (FSManhattan)	Revenue Eng & Product
ads.adshard atla FSDatasets Usage Metrics (FSManhattan)	Revenue Eng & Product
mleinartas-parrot_service_proxy_loadtest	SRE
Ibis Canary Dashboard	Platform Services
tweetypie-wtf	TCC
Bug Report System Section	Platform Services
Monorail caches	SRE
macaw-discover	Discovery
(New) Topology in atla: ads-staging-counting-features-fast-decay	Streaming Compute
(New) Topology in atla: flamingo-synthetic-atla-2	Streaming Compute
(New) Topology in atla: ads-production-counting-features	Streaming Compute
(New) Topology in smf1: ads-staging-counting-features-fast-decay	Streaming Compute
(New) Topology in atla: flamingo-synthetic-atla-1	Streaming Compute
(New) Topology in atla: benchmark-1	Streaming Compute
(New) Topology in atla: ads-rtt-user-engagement	Streaming Compute
(New) Topology in atla: ads-rtt-firehose	Streaming Compute
(New) Topology in atla: summingbird_FeatureAggregator	Streaming Compute
(New) Topology in atla: spend_cache_writer	Streaming Compute
(New) Topology in atla: parus-firehose-topology	Streaming Compute
(New) Topology in atla: summingbird_OuroborosJob	Streaming Compute
(New) Topology in atla: parus-scribehose-topology	Streaming Compute
(New) Topology in atla: summingbird_EngagementCountAggregator	Streaming Compute
(New) Topology in atla: parus-socialhose-topology	Streaming Compute
(New) Topology in atla: ads-production-streaming-updates	Streaming Compute
(New) Topology in smf1: summingbird_PromptbirdActionCollectJob	Streaming Compute
(New) Topology in smf1: partner-support-topology	Streaming Compute
(New) Topology in smf1: summingbird_TupleGeneratorJob	Streaming Compute
(New) Topology in smf1: summingbird_TimelinePushJob	Streaming Compute
(New) Topology in smf1: flamingo-synthetic-smf1-2	Streaming Compute
(New) Topology in smf1: parus-socialhose-topology	Streaming Compute
(New) Topology in smf1: summingbird_OuroborosJob	Streaming Compute
(New) Topology in smf1: summingbird_TupleCounterJob	Streaming Compute
(New) Topology in smf1: ads-production-streaming-updates	Streaming Compute
(New) Topology in smf1: ads-production-counting-features	Streaming Compute
(New) Topology in smf1: storm-trident-synthetic	Streaming Compute
(New) Topology in smf1: parus-firehose-topology	Streaming Compute
(New) Topology in smf1: storm-kafka-synthetic	Streaming Compute
(New) Topology in smf1: summingbird_FrigateJob	Streaming Compute
(New) Topology in smf1: open_link_tracking_topology	Streaming Compute
(New) Topology in smf1: exxtra-snikolov-events	Streaming Compute
(New) Topology in smf1: partner-support-topology-test	Streaming Compute
(New) Topology in smf1: summingbird_HashtagTimeSeriesJob	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-2	Streaming Compute
(New) Topology in smf1: summingbird_TvConversationJob	Streaming Compute
(New) Topology in smf1: cat-staging-muffy	Streaming Compute
(New) Topology in smf1: summingbird_FollowerTweetJob	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-5	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-4	Streaming Compute
(New) Topology in smf1: flamingoapp_honten	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-3	Streaming Compute
(New) Topology in smf1: simple-test	Streaming Compute
(New) Topology in smf1: flamingo_engagement_honten	Streaming Compute
(New) Topology in smf1: sholiday_logfirehose_8	Streaming Compute
(New) Topology in smf1: summingbird_TweetDigestJob	Streaming Compute
(New) Topology in smf1: zazu_honten	Streaming Compute
(New) Topology in smf1: summingbird_ConversationJob	Streaming Compute
(New) Topology in smf1: jason-test-log-firehose-2c	Streaming Compute
(New) Topology in smf1: eulertestsid	Streaming Compute
(New) Topology in smf1: Trends	Streaming Compute
(New) Topology in smf1: jason-flamingo	Streaming Compute
(New) Topology in smf1: nbhagat_exclm1	Streaming Compute
(New) Topology in smf1: discovery-top-stories-test-aarmstrong	Streaming Compute
(New) Topology in smf1: exxtra-mike1	Streaming Compute
(New) Topology in smf1: jason-test-fake-data-1	Streaming Compute
(New) Topology in smf1: summingbird_SocialMentionsJob	Streaming Compute
(New) Topology in smf1: summingbird_TsarSummingbirdJob	Streaming Compute
(New) Topology in smf1: geoduck-hw-efroese-test	Streaming Compute
(New) Topology in smf1: summingbird_HashtagImpressionsJob	Streaming Compute
(New) Topology in smf1: data-recorder-topology	Streaming Compute
(New) Topology in smf1: exxtra-tgeorgiou-2	Streaming Compute
(New) Topology in smf1: exxtra-tgeorgiou	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-1	Streaming Compute
(New) Topology in smf1: summingbird_TweetCountJob	Streaming Compute
(New) Topology in smf1: partner-support-topology-x	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-0	Streaming Compute
(New) Topology in smf1: discovery-top-stories-test-aarmstrong-social-proof	Streaming Compute
(New) Topology in smf1: hello_world	Streaming Compute
(New) Topology in smf1: ads-rtt-firehose	Streaming Compute
(New) Topology in smf1: ads-rtt-socialhose	Streaming Compute
(New) Topology in smf1: summingbird_RecentImpressionsJob	Streaming Compute
(New) Topology in smf1: summingbird_HashtagMentionsAnalyticsJob	Streaming Compute
(New) Topology in smf1: parus-scribehose-topology	Streaming Compute
(New) Topology in smf1: summingbird_RetweetCountJob	Streaming Compute
(New) Topology in smf1: spend_cache_writer	Streaming Compute
(New) Topology in smf1: ads-heist-query	Streaming Compute
(New) Topology in smf1: exxtra-prod2	Streaming Compute
(New) Topology in smf1: summingbird_MentionCountJob	Streaming Compute
(New) Topology in smf1: exxtra-prod1	Streaming Compute
(New) Topology in smf1: summingbird_EngagementCountAggregator	Streaming Compute
(New) Topology in smf1: discovery-top-stories-social-proof	Streaming Compute
(New) Topology in smf1: flamingo-synthetic-smf1-1	Streaming Compute
(New) Topology in smf1: summingbird_client_event_counter	Streaming Compute
(New) Topology in smf1: summingbird_LanRetweetCountJob	Streaming Compute
(New) Topology in smf1: frigate-socialhose-topology	Streaming Compute
(New) Topology in smf1: summingbird_TVHashtagAtsignJob	Streaming Compute
(New) Topology in smf1: ads-mact-install	Streaming Compute
(New) Topology in smf1: ads-rtt-user-engagement	Streaming Compute
(New) Topology in smf1: discovery-top-stories	Streaming Compute
(New) Topology in smf1: summingbird_HashtagSearchesAnalyticsJob	Streaming Compute
(New) Topology in smf1: ads-heist-tweet	Streaming Compute
(New) Topology in smf1: exxtra-yhuang	Streaming Compute
(New) Topology in smf1: summingbird_HappyFeetJob	Streaming Compute
(New) Topology in smf1: sgarg-storm-starter	Streaming Compute
(New) Topology in smf1: mhansmire-test-1234	Streaming Compute
(New) Topology in smf1: summingbird_URLCountJob	Streaming Compute
(New) Topology in smf1: summingbird_TupleGeneratorJobOmid	Streaming Compute
(New) Topology in smf1: sgarg-storm-example1	Streaming Compute
(New) Topology in smf1: sgarg-storm-example2	Streaming Compute
(New) Topology in smf1: summingbird_FilterImpressionJob	Streaming Compute
(New) Topology in smf1: sgarg-status-topology	Streaming Compute
cards-gc	SRE
(New) Topology in smf1: sandpiper-test-svemuri	Streaming Compute
Bug Report System Section	Platform Services
Bug Report System Section	Platform Services
Twemcache::atla::jubjub	Cache
Talon-DM-Insight	Core Svcs - T.co
(New) Topology in smf1: nbhagat_exclm5	Streaming Compute
(New) Topology in smf1: sandpiper-test-svemuri3	Streaming Compute
Cuckoo::Read-time Aggregation	Runtime Systems
Filter Mentions	Search
sparkes	Observability Product
test343	Analytics Infrastructure
Analytics.tools	Analytics Infrastructure
Analytics.tools.staging	Analytics Infrastructure
(New) Topology in smf1: sgarg-firehose-topology	Streaming Compute
Monorail caches exp	SRE
Expandodo Product (Production - ATLA)	Cards
Expandodo Product (Production - SMF1)	Cards
(New) Topology in smf1: exxtra-tgeorgiou2	Streaming Compute
sshah-Cuckooshrike_SMF1 	Observability Product
MediaAnalysisService (Prod)	Platform Services
MediaAnalysisService (Canary)	Platform Services
MediaAnalysisService (Staging)	Platform Services
MediaAnalysisService (Prod)	Platform Services
MediaAnalysisService (Canary)	Platform Services
MediaAnalysisService (Staging)	Platform Services
Procrev Log Pipeline Overview	Analytics
xinxiang::smf1::all-pools	Cache
xinxiang::smf1::all-pools-qps	Cache
(New) Topology in smf1: exxtra-jhan	Streaming Compute
(New) Topology in smf1: nbhagat_exclm6	Streaming Compute
sshah-Cuckooshrike_ATLA	Observability Product
Photurkey (atla/production)	Platform Services
promptbird	Prod - Growth
(New) Topology in smf1: summingbird_KestrelProducerJob	Streaming Compute
Flock Canary Comparison Double RPS test	Data Services
(New) Topology in smf1: sgarg-data-analysis	Streaming Compute
TFlock Test	data services
(New) Topology in smf1: summingbird_ConversationPushJob	Streaming Compute
SocialGraph Staging (ATLA)	Platform Services
SocialGraph Production Canary (ATLA)	Platform Services
SocialGraph Production (ATLA)	Platform Services
(New) Topology in smf1: summingbird_TupleCounterJobOmid	Streaming Compute
xinxiang::smf1::all-pools-hitrate	Cache
(New) Topology in smf1: summingbird_RetweetCountJobTest	Streaming Compute
Photurkey (atla/canary)	Platform Services
Nuthatch-Staging	Observability Product
Adserver Health	Revenue Eng & Product
(New) Topology in smf1: sandpiper-svemuri	Streaming Compute
Failover	TCC
Mediainfo (smf1/staging)	Platform Services
Mediainfo (smf1/canary)	Platform Services
Trends Service	trends
Trends Service	trends
(New) Topology in smf1: ads-mact-install-backup	Streaming Compute
Mediainfo (atla/staging)	Platform Services
(New) Topology in smf1: flamingoapp	Streaming Compute
Twitter Alerts	Lifeline
(New) Topology in smf1: flamingoLoglensDemo	Streaming Compute
Mediainfo (smf1/production)	Platform Services
Mediainfo (atla/canary)	Platform Services
Mediainfo (atla/production)	Platform Services
(New) Topology in smf1: ads-mact-loadtest	Streaming Compute
(New) Topology in smf1: nbhagat_exclm11	Streaming Compute
(New) Topology in smf1: gabor-tweet-events	Streaming Compute
Glassbird	glassbird-team
(New) Topology in smf1: summingbird_FrigateProducerJob	Streaming Compute
(New) Topology in smf1: summingbird_TaninRetweetCountJob	Streaming Compute
Tsar Query Service - CardsInsights	platform-analytics
(New) Topology in atla: nbhagat_exclm11	Streaming Compute
(New) Topology in smf1: zazu_david	Streaming Compute
(New) Topology in smf1: summingbird_sholiday_URLCount	Streaming Compute
(New) Topology in smf1: summingbird_client_event_counter_topology_naming	Streaming Compute
Corporate Productivity VMS	Corporate Productivity
typeahead	api-frameworks
Tbird Test	data services
Login Verification Push Bits Fix	Core Svcs - Product Security
Twemcache::atla::pinkfloyd	Cache
(New) Topology in smf1: summingbird_ZazuEngagementCountsJob	Streaming Compute
(New) Topology in atla: ads-rtt-socialhose	Streaming Compute
(New) Topology in smf1: sandpiper-svemuri1	Streaming Compute
hosebird-userstream	Platform Services
Macaw-Validator (Production - SMF1)	Cards
Macaw-Validator (Production - ATLA)	Cards
mesos-container-stats-instance	mesos
hosebird-streamdot	Platform Services
ouro-storm-cache	Public
(New) Topology in smf1: summingbird_PidJob	Streaming Compute
EventParrot	Content Knowledge
Birdsye 0.1 Dashboard	Revenue Eng + Product
timelineservice	Platform Services
Bing -Annotation tests	Core Svcs - Tweets and DMs
(New) Topology in smf1: frigate-integration-topology	Streaming Compute
Observe::Cuckoo::Staging	Runtime Systems
Bookkeeper Server - Stage Backend	Messaging Team
(New) Topology in smf1: exxtra-yhuang-zombie	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-control	Streaming Compute
DeferredRPC Staging	Messaging Team
DeferredRPC - DistributedLog Staging	Messaging Team
Blender with Configurable Source (atla)	Search
Trends Service	trends
DMBird Test	data services
(New) Topology in smf1: sholiday_logfirehose	Streaming Compute
Spoonbill	Web Client
(New) Topology in smf1: summingbird_TweetCountJobXgu0000	Streaming Compute
(New) Topology in atla: fake-data-1	Streaming Compute
Ingester - atla	Search
BookKeeper	Messaging Team
(New) Topology in smf1: exxtra-yhuang-zombie-2	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-control-2	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-zombie-nonzero-centroid-2	Streaming Compute
(New) Topology in smf1: summingbird_TweetCountUnitJobXgu0000	Streaming Compute
Groups	SRE
Groups Transform	DBA
Macaw-Cards (Viz Test) - ATLA	Platform Services
Macaw-Cards - ATLA (Production)	Platform Services
Macaw-Cards - ATLA (Canary)	Platform Services
Macaw-Cards - ATLA (Staging)	Platform Services
exxtra-yhuang-control	Content Discovery
exxtra-yhuang-zombie	Content Discovery
Consolidated User Creation Launch	Core Svcs - Gizmoduck
FlockDB Loadtest (Client View)	Data Services
Nuthatch-Prod	Observability Product
Ads Realtime Text Targeting - Storm Topology	Revenue Eng & Product
Ingester - smf1	Search
Ibis Event Consumer	Platform Services
(New) Topology in smf1: summingbird_TweetCountJobLongXgu0000	Streaming Compute
(New) Topology in smf1: summingbird_EngagementCountAggregatorStaging	Streaming Compute
